Session Associated Time;Session Duration;Client MAC Address;Host Name;Device;OS Type;Upstream Transferred (Bytes);Downstream Transferred (Bytes);Connected AP Name
18/10/2016 21:05;8 290,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;51 516,00;308 131,00;MEDIAS-CONF_AP1
18/10/2016 19:03;3 873,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;SALON-2C_AP2
18/10/2016 19:24;32 051,00;ec:9b:f3:5e:8e:01;android-467387397353244;Samsung;Android;7 029,00;2 461,00;LOGES-3CD_AP6
18/10/2016 21:43;4 999,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;495,00;LOGES-5CD_AP3
18/10/2016 14:42;85 531,00;20:a2:e4:79:cd:e0;iPhonedeDorian;Apple;iOS;18 837,00;440 670,00;LOGES-5CD_AP2
18/10/2016 17:01;11 696,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;740,00;821,00;SALON-1D_AP1
18/10/2016 18:58;7 909,00;0c:41:3e:cf:1c:c8;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;727,00;899,00;SALON-5D_AP2
18/10/2016 16:03;390 453,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;542 453,00;967 626,00;SALON-1D_AP4
18/10/2016 21:06;16 688,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;985,00;876,00;SALON-6C_AP1
18/10/2016 21:02;53 409,00;a0:99:9b:a1:c5:09;iPhonedPastural;Apple;iOS;6 426,00;7 334,00;LOGES-4CD_AP4
18/10/2016 21:14;1 160 255,00;3c:83:75:a7:00:2c;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;138 722,00;395 368,00;LOGES-3CD_AP5
18/10/2016 20:25;61 612,00;00:cd:fe:d8:22:e5;iPhone;Unknown;iOS;66 524 988,00;1 733 145,00;LOGES-4CD_AP1
18/10/2016 16:44;483 916,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;16 356,00;30 587,00;COULOIR-4CD_AP1
18/10/2016 18:50;13 446,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;583,00;COULOIR-3CD_AP
18/10/2016 17:41;1 578,00;48:5a:3f:10:93:19;android-61a3fce96683b1b6;WISOL;Android;220,00;254,00;SALON-1D_AP1
18/10/2016 20:11;651 720,00;cc:29:f5:31:f8:1d;Unknown;Apple;iOS;3 198 707,00;130 346,00;LOGES-5CD_AP3
18/10/2016 15:33;15 433,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;5 558,00;7 164,00;LOGES-3CD_AP6
18/10/2016 17:19;27 122,00;60:f1:89:4b:41:e9;android-9438134929177913;Murata;Android;4 856,00;11 476,00;LOGES 2C_AP
18/10/2016 19:52;14 059,00;cc:25:ef:31:91:00;iPhonedeRomain;Apple;iOS;544,00;638,00;SALON-2C_AP1
18/10/2016 13:19;13 142,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;3 110,00;16 469,00;MEDIAS-CONF_AP1
18/10/2016 16:34;6 578 799,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;288 594,00;2 192 324,00;LOGES-5CD_AP2
18/10/2016 14:22;20 527,00;4c:66:41:03:94:32;Unknown;Unknown;Android;21 712,00;19 810,00;LOGES-3CD_AP5
18/10/2016 16:35;36 250,00;6c:8d:c1:1d:e5:8c;Unknown;Unknown;iOS;7 910,00;17 171,00;PORTE-35_AP1
18/10/2016 12:04;17 178,00;ec:9b:f3:96:19:07;Unknown;Samsung;Android;842,00;434,00;SALON-4D_AP1
18/10/2016 18:57;14 379,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;44 373,00;80 324,00;COULOIR-4CD_AP1
18/10/2016 16:52;11 967,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;272,00;306,00;SALON-1D_AP1
18/10/2016 13:35;18 843,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;618,00;LOGES-5CD_AP3
18/10/2016 18:00;22 684,00;e0:66:78:ee:f2:d6;Unknown;Apple;iOS;4 290,00;346,00;LOGES-3CD_AP1
18/10/2016 18:42;11 471,00;40:33:1a:ce:f2:33;iPhone;Apple;iOS;248,00;300,00;SALON-2C_AP3
18/10/2016 14:08;21 784,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;9 095,00;10 053,00;SALON-2C_AP3
18/10/2016 16:01;5 215,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;3 450,00;478,00;LOGES-5CD_AP3
18/10/2016 18:14;591 018,00;c8:85:50:6b:36:db;vinceiPhone;Apple;iOS;607 267 037,00;8 280 989,00;LOGES-4CD_AP3
18/10/2016 16:25;5 007,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;495,00;LOGES-5CD_AP3
18/10/2016 18:08;61 015,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;10 522,00;8 502,00;PORTE-35_AP1
18/10/2016 19:05;51 694,00;b8:53:ac:48:b2:db;Unknown;Unknown;iOS;20 569,00;9 204,00;LOGES-4CD_AP3
18/10/2016 18:39;98 950,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;2 296,00;1 447,00;SALON-1D_AP1
18/10/2016 21:45;8 665,00;60:f8:1d:11:18:3a;Unknown;Apple;iOS;1 224,00;300,00;SALON-4D_AP1
18/10/2016 21:56;19 525,00;40:b8:37:d2:aa:0b;android-a3e6d76c4c409ab3;Sony Mobile Communications AB;Android;220,00;254,00;LOGES-3CD_AP4
18/10/2016 19:54;3 805,00;a8:81:95:d0:7e:58;Unknown;Unknown;Android;220,00;254,00;LOGES-2D_AP
18/10/2016 16:11;16 562,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;60 260,00;1 724 719,00;LOGES-3CD_AP4
18/10/2016 12:56;117 338,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;6 399,00;12 097,00;SALON-1D_AP2
18/10/2016 20:22;33 220,00;cc:29:f5:31:f8:1d;Unknown;Apple;iOS;248,00;300,00;LOGES-5CD_AP1
18/10/2016 18:03;63 677,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;21 251,00;2 479,00;SALON-5D_AP1
18/10/2016 20:00;138 811,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;26 235 347,00;877 588,00;SALON-2C_AP3
18/10/2016 16:13;4 873,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;1 113,00;1 728,00;SALON-1D_AP4
18/10/2016 17:40;5 197,00;18:f6:43:5a:27:0f;iPhone-de-Lolo;Apple;iOS;308,00;346,00;COULOIR-3CD_AP
18/10/2016 18:27;119 879,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;332,00;2 238,00;SALON-4D_AP1
18/10/2016 21:03;117 970,00;54:72:4f:16:a9:b5;iPhone5demanu;Apple;iOS;1 282,00;666,00;PORTE-35_AP1
18/10/2016 19:02;10 017,00;bc:20:10:da:5b:3e;Unknown;Unknown;Android;,00;1 089,00;LOGES-4CD_AP2
18/10/2016 17:21;160 436,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;10 595,00;19 899,00;LOGES-5CD_AP2
18/10/2016 19:12;95 060,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;7 810,00;5 611,00;SALON-1D_AP4
18/10/2016 15:45;5 313,00;f0:dc:e2:d9:cb:f7;Unknown;Apple;iOS;220,00;254,00;SALON-1D_AP1
18/10/2016 20:56;17 067,00;9c:fc:01:25:58:e0;iPhone-de-Manon;Apple;iOS;49 571,00;739 201,00;LOGES-2D_AP
18/10/2016 16:38;21 857,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;39 068,00;50 369,00;SALON-5D_AP2
18/10/2016 21:19;1 576 443,00;60:f8:1d:11:18:3a;Unknown;Apple;iOS;24 907,00;32 063,00;LOGES-2D_AP
18/10/2016 21:02;25 379,00;bc:ec:5d:e5:87:59;iPhoneamelie;Unknown;iOS;24 842,00;18 898,00;LOGES-2D_AP
18/10/2016 18:01;147 961,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;408 124,00;14 940 288,00;SALON-4D_AP1
18/10/2016 14:59;72 960,00;2c:be:08:39:7b:45;Unknown;Apple;iOS;335 483,00;1 866 409,00;SALON-1D_AP2
18/10/2016 18:43;20 800,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;220,00;254,00;LOGES-5CD_AP1
18/10/2016 18:29;21 560,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;20 428,00;23 821,00;SALON-1D_AP1
18/10/2016 17:57;312 221,00;e8:8d:28:36:8b:ad;iPhone-de-fred;Apple;iOS;15 332,00;28 079,00;SALON-1D_AP4
18/10/2016 18:20;1 270 356,00;bc:54:36:5e:cc:ab;iPhonedLaetitia;Unknown;iOS;765 748,00;10 080 001,00;LOGES-4CD_AP3
18/10/2016 21:57;145 869,00;bc:6c:21:87:3b:4d;iPhonedEVASILIU;Apple;iOS;70 976,00;659 422,00;PORTE-35_AP1
18/10/2016 08:43;29 291,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;1 227,00;1 576,00;LOGES-5CD_AP2
18/10/2016 19:43;236 090,00;2c:f0:a2:8a:4d:8c;iPhonedeHeloise;Unknown;iOS;7 653,00;11 824,00;LOGES-2D_AP
18/10/2016 17:47;151 186,00;34:a3:95:ba:dd:f2;iPhone;Apple;iOS;2 765,00;3 569,00;LOGES-5CD_AP3
18/10/2016 20:56;305 096,00;00:cd:fe:d8:22:e5;iPhone;Unknown;iOS;299 615 443,00;68 371 874,00;LOGES-3CD_AP1
18/10/2016 21:49;9 132,00;7c:01:91:be:19:9c;Unknown;Apple;iOS;1 834,00;840,00;PORTE-35_AP1
18/10/2016 16:34;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 17:39;3 325,00;18:f6:43:5a:27:0f;iPhone-de-Lolo;Apple;iOS;948,00;346,00;COULOIR-3CD_AP
18/10/2016 17:31;13 488,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;4 811,00;11 457,00;COULOIR-3CD_AP
18/10/2016 16:24;1 275 909,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;8 073,00;14 141,00;SALON-1D_AP2
18/10/2016 09:37;476 633,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;8 891,00;15 371,00;LOGES-4CD_AP4
18/10/2016 21:57;153 229,00;00:cd:fe:d8:22:e5;iPhone;Unknown;iOS;3 250,00;5 318,00;PORTE-35_AP1
18/10/2016 14:16;40 308,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 18:07;174 520,00;70:48:0f:65:50:b9;Unknown;Apple;iOS;2 638 037,00;6 110 730,00;PORTE-35_AP1
18/10/2016 18:21;383 125,00;5c:ad:cf:01:a2:7a;ElsaBatFauchois;Apple;iOS;13 729,00;91 619,00;COULOIR-4CD_AP2
18/10/2016 18:52;599 832,00;d0:25:98:28:a6:b7;iPhone;Apple;iOS;14 467,00;44 294,00;SALON-2C_AP2
18/10/2016 18:54;588 346,00;3c:83:75:a7:00:2c;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;509 422,00;32 652 014,00;LOGES-3CD_AP4
18/10/2016 15:36;28 376,00;2c:be:08:39:7b:45;Unknown;Apple;iOS;220,00;254,00;MEDIAS-CONF_AP2
18/10/2016 20:04;18 359,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;22 475,00;234 765,00;LOGES-5CD_AP3
18/10/2016 18:22;130 317,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;248,00;534,00;SALON-2C_AP1
18/10/2016 19:30;83 053,00;4c:66:41:03:94:32;Unknown;Unknown;Android;10 808,00;1 228,00;LOGES-3CD_AP5
18/10/2016 16:27;17 125,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 20:43;12 145,00;80:e6:50:c4:d0:0d;Unknown;Apple;iOS;6 498,00;10 187,00;LOGES-4CD_AP2
18/10/2016 17:25;29 718,00;80:4e:81:4c:37:2f;android-af952f3b3b8c25e4;Samsung;Android;220,00;254,00;LOGES-3CD_AP4
18/10/2016 17:44;16 238,00;1c:9e:46:37:8c:c1;Unknown;Unknown;iOS;21 328,00;26 332,00;LOGES-4CD_AP2
18/10/2016 14:51;60 226,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;1 400,00;2 057,00;LOGES-5CD_AP1
18/10/2016 19:51;358 132,00;ec:9b:f3:5e:8e:01;android-467387397353244;Samsung;Android;45 357,00;14 840,00;LOGES-3CD_AP2
18/10/2016 20:35;22 027,00;1c:91:48:4c:9d:03;Unknown;Unknown;iOS;13 875,00;19 310,00;LOGES-5CD_AP2
18/10/2016 10:09;10 092,00;ec:9b:f3:96:19:07;Unknown;Samsung;Android;220,00;343,00;LOGES-3CD_AP3
18/10/2016 18:53;175 321,00;18:f6:43:8f:8a:80;Unknown;Apple;iOS;3 133,00;4 416,00;LOGES-3CD_AP1
18/10/2016 15:46;47 104,00;d0:22:be:6f:82:2d;android-b3b1ed748e66958e;Samsung;Android;2 667,00;2 777,00;COULOIR-4CD_AP1
18/10/2016 18:48;25 012,00;2c:f0:ee:b3:e9:b8;sophie-perdriau;Apple;iOS;477,00;497,00;LOGES-4CD_AP1
18/10/2016 19:31;34 022,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;248,00;526,00;LOGES-5CD_AP3
18/10/2016 18:56;37 251,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;884,00;522,00;SALON-2C_AP3
18/10/2016 15:55;162 071,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;276,00;346,00;SALON-7C_AP
18/10/2016 20:25;84 214,00;2c:f0:a2:8a:4d:8c;iPhonedeHeloise;Unknown;iOS;4 446,00;12 155,00;LOGES-2D_AP
18/10/2016 19:01;108 587,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;4 636,00;512,00;LOGES-3CD_AP2
18/10/2016 21:39;4 166,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;254,00;LOGES-3CD_AP4
18/10/2016 17:59;125 334,00;4c:66:41:03:94:32;Unknown;Unknown;Android;54 756,00;78 493,00;SALON-1D_AP4
18/10/2016 15:23;13 878,00;40:b8:37:d2:aa:0b;android-a3e6d76c4c409ab3;Sony Mobile Communications AB;Android;220,00;564,00;SALON-1D_AP2
18/10/2016 20:12;295 030,00;84:38:38:97:35:d0;android-d76e341a509ec362;Samsung;Android;5 624,00;9 993,00;LOGES-5CD_AP1
18/10/2016 19:38;146 477,00;48:5a:3f:88:6e:50;android-6e573836d272146c;WISOL;Android;10 357,00;36 630,00;LOGES-3CD_AP3
18/10/2016 16:10;18 584,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;7 332,00;6 564,00;COULOIR-4CD_AP2
18/10/2016 21:08;7 848,00;80:ed:2c:e0:30:6a;iPhonedeAntoine;Unknown;iOS;3 698,00;3 688,00;LOGES-3CD_AP4
18/10/2016 19:32;148 120,00;2c:f0:a2:8a:4d:8c;iPhonedeHeloise;Unknown;iOS;2 759 038,00;45 906 613,00;SALON-1D_AP1
18/10/2016 15:20;2 535 735,00;84:38:38:f1:77:97;android-88920f80f3b62ded;Samsung;Android;159 582,00;408 269,00;LOGES-5CD_AP2
18/10/2016 17:56;23 188,00;5c:ca:1a:2f:ad:00;Windows-Phone;Unknown;Windows (Mobile) 8 / Windows (Mobile) 10;9 066,00;19 179,00;SALON-1D_AP2
18/10/2016 18:55;135 476,00;80:be:05:73:81:17;iPhonedceCledat;Apple;iOS;126 244,00;1 155 049,00;LOGES-5CD_AP1
18/10/2016 16:33;6 626,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;2 221,00;1 917,00;PORTE-35_AP1
18/10/2016 18:50;41 436,00;04:f7:e4:e7:fb:ca;Unknown;Apple;iOS;16 077,00;38 818,00;COULOIR-4CD_AP2
18/10/2016 19:26;5 311,00;d8:96:95:27:a1:d9;Unknown;Apple;iOS;312,00;300,00;SALON-4D_AP1
18/10/2016 18:43;23 485,00;e0:b5:2d:7a:14:c8;iPhonedeFlorent;Apple;iOS;464,00;300,00;LOGES-4CD_AP3
18/10/2016 15:05;138 077,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;13 540,00;12 094,00;SALON-2C_AP2
18/10/2016 19:11;1 693,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;388,00;300,00;LOGES-2D_AP
18/10/2016 15:21;100 494,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;1 646,00;4 452,00;SALON-3C_AP2
18/10/2016 19:02;154 410,00;c0:bd:d1:ed:08:23;android-366a7b83e55a02fc;Samsung;Android;28 711,00;68 338,00;SALON-4D_AP1
18/10/2016 21:57;27 988,00;0c:41:3e:cf:1c:c8;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;9 968,00;9 980,00;LOGES-5CD_AP3
18/10/2016 18:15;1 514 679,00;a8:9f:ba:fc:b0:ef;Unknown;Samsung;Android;295 577,00;870 059,00;LOGES-2D_AP
18/10/2016 21:11;33 484,00;34:a3:95:af:43:6d;bernardiorucci2;Apple;iOS;29 602,00;59 868,00;LOGES-4CD_AP2
18/10/2016 21:21;79 887,00;5c:ad:cf:01:a2:7a;ElsaBatFauchois;Apple;iOS;76 944,00;2 672 110,00;SALON-1D_AP1
18/10/2016 19:27;17 566,00;ec:9b:f3:5e:8e:01;android-467387397353244;Samsung;Android;25 442,00;16 883,00;SALON-1D_AP1
18/10/2016 18:10;40 571,00;e4:98:d1:f9:d6:ce;Windows-Phone;Microsoft Mobile Oy;Windows (Mobile) 8 / Windows (Mobile) 10;1 379,00;825,00;COULOIR-3CD_AP
18/10/2016 14:10;36 608,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;12 425,00;47 673,00;SALON-1D_AP4
18/10/2016 18:02;2 008 668,00;60:d9:c7:2f:32:d5;Unknown;Apple;iOS;61 826,00;348 703,00;LOGES-2D_AP
18/10/2016 16:41;13 498,00;4c:66:41:03:94:32;Unknown;Unknown;Android;91 156,00;2 283 928,00;LOGES-3CD_AP4
18/10/2016 21:57;19 600,00;1c:9e:46:37:8c:c1;Unknown;Unknown;iOS;22 534,00;31 104,00;LOGES-4CD_AP2
18/10/2016 16:41;10 063,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;254,00;SALON-2C_AP3
18/10/2016 20:16;4 584,00;cc:25:ef:31:91:00;iPhonedeRomain;Apple;iOS;19 125,00;217 384,00;SALON-1D_AP2
18/10/2016 15:05;327 311,00;4c:66:41:03:94:32;Unknown;Unknown;Android;23 242,00;27 757,00;LOGES-3CD_AP4
18/10/2016 16:43;6 006,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 16:23;17 755,00;4c:66:41:03:94:32;Unknown;Unknown;Android;185 192,00;759 452,00;LOGES-3CD_AP3
18/10/2016 18:55;12 239,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;SALON-3C_AP4
18/10/2016 15:03;89 511,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;14 067,00;200 485,00;LOGES-5CD_AP3
18/10/2016 17:07;206 625,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;3 468,00;2 225,00;LOGES-5CD_AP2
18/10/2016 15:36;28 167,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;254,00;SALON-5D_AP2
18/10/2016 17:10;307 418,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;11 410,00;13 222,00;LOGES-5CD_AP1
18/10/2016 18:55;23 276,00;00:6d:52:35:e4:aa;iPhone;Apple;iOS;220,00;254,00;LOGES-3CD_AP2
18/10/2016 19:44;413 937,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;37 197,00;79 815,00;LOGES-5CD_AP2
18/10/2016 17:09;6 396,00;0c:41:3e:cf:1c:c8;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;4 911,00;9 698,00;LOGES-3CD_AP3
18/10/2016 21:59;6 489,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;220,00;254,00;SALON-8D_AP
18/10/2016 16:18;5 530,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;410,00;254,00;SALON-3C_AP1
18/10/2016 20:12;54 095,00;d0:25:98:9d:5c:34;iPhone;Apple;iOS;248,00;300,00;LOGES-5CD_AP2
18/10/2016 20:45;752 815,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;29 423,00;26 744,00;SALON-2C_AP3
18/10/2016 16:25;369 929,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;332,00;498,00;LOGES-5CD_AP1
18/10/2016 18:31;24 218,00;60:a3:7d:c6:73:51;iPhone;Unknown;iOS;695,00;818,00;COULOIR-3CD_AP
18/10/2016 17:28;24 550,00;80:4e:81:4c:37:2f;android-af952f3b3b8c25e4;Samsung;Android;220,00;2 656,00;LOGES-5CD_AP2
18/10/2016 21:47;23 656,00;d4:0b:1a:bc:83:e6;android-dd4f57711ab84ef0;HTC;Android;781,00;956,00;COULOIR-4CD_AP2
18/10/2016 08:43;86 298,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;114 549,00;780 520,00;LOGES-5CD_AP1
18/10/2016 20:24;647 442,00;bc:6c:21:87:3b:4d;iPhonedEVASILIU;Apple;iOS;351 705,00;5 337 504,00;LOGES-4CD_AP1
18/10/2016 20:11;57 053,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;1 177,00;1 159,00;COULOIR-4CD_AP1
18/10/2016 16:58;47 517,00;24:f0:94:36:23:bd;Unknown;Unknown;iOS;2 389,00;6 269,00;LOGES 2C_AP
18/10/2016 19:29;505 464,00;00:ae:fa:56:4c:66;Galaxy-S6;Murata;Android;54 191,00;64 732,00;COULOIR-4CD_AP2
18/10/2016 21:54;64 979,00;98:fe:94:35:00:58;Unknown;Apple;iOS;8 787,00;13 112,00;LOGES-3CD_AP5
18/10/2016 16:36;148 675,00;6c:8d:c1:1d:e5:8c;Unknown;Unknown;iOS;80 060,00;771 957,00;SALON-1D_AP1
18/10/2016 21:27;166 769,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;2 866,00;2 874,00;SALON-4D_AP1
18/10/2016 18:22;6 005,00;90:60:f1:2e:a5:fa;Unknown;Apple;iOS;726,00;594,00;LOGES-4CD_AP1
18/10/2016 14:52;10 029,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;1 089,00;LOGES-5CD_AP3
18/10/2016 16:08;12 397,00;4c:66:41:03:94:32;Unknown;Unknown;Android;6 384,00;2 046,00;LOGES-3CD_AP3
18/10/2016 18:08;4 075 345,00;00:cd:fe:d4:da:4f;iPhonedrancesco;Unknown;iOS;1 438 570,00;31 530 523,00;LOGES-4CD_AP1
18/10/2016 17:38;9 163,00;b8:53:ac:5d:26:6d;Lauras-iPhone;Unknown;iOS;43 285,00;756 705,00;PORTE-35_AP1
18/10/2016 14:47;20 894,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;SALON-3C_AP1
18/10/2016 18:59;6 002,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 20:37;431 717,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;530 647,00;4 397 876,00;LOGES-4CD_AP1
18/10/2016 20:24;617 795,00;78:31:c1:16:e6:db;Unknown;Apple;iOS;51 516,00;96 346,00;LOGES-5CD_AP2
18/10/2016 21:51;5 175,00;3c:83:75:a7:00:2c;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;121,00;1 029,00;SALON-4D_AP2
18/10/2016 19:55;5 932,00;a8:81:95:d0:7e:58;Unknown;Unknown;Android;1 264,00;1 555,00;LOGES-2D_AP
18/10/2016 18:55;7 385,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;248,00;300,00;SALON-2C_AP3
18/10/2016 19:00;21 235,00;e0:c7:67:36:40:38;iPhonedulkowski;Unknown;iOS;1 576,00;5 025,00;LOGES-2D_AP
18/10/2016 16:06;36 766,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;438,00;4 293,00;LOGES-3CD_AP3
18/10/2016 15:04;206 000,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;14 347,00;68 659,00;SALON-1D_AP4
18/10/2016 20:30;14 196,00;00:cd:fe:d8:22:e5;iPhone;Unknown;iOS;1 100,00;429,00;LOGES-4CD_AP1
18/10/2016 18:35;55 859,00;ec:35:86:1b:e4:f9;iPhonedeJacques;Apple;iOS;3 010,00;2 751,00;PORTE-35_AP1
18/10/2016 21:51;73 938,00;bc:6c:21:87:3b:4d;iPhonedEVASILIU;Apple;iOS;2 592,00;880,00;LOGES-4CD_AP2
18/10/2016 21:55;41 713,00;00:cd:fe:d4:da:4f;iPhonedrancesco;Unknown;iOS;3 255,00;1 907,00;LOGES-5CD_AP3
18/10/2016 19:07;1 746,00;4c:66:41:03:94:32;Unknown;Unknown;Android;4 564,00;2 319,00;COULOIR-3CD_AP
18/10/2016 16:35;8 863,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;SALON-2C_AP3
18/10/2016 10:09;231 741,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 755,00;618,00;LOGES-5CD_AP2
18/10/2016 19:02;167 365,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;24 177,00;326 679,00;SALON-5D_AP2
18/10/2016 17:58;12 296,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;220,00;254,00;SALON-2C_AP3
18/10/2016 14:59;11 008,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;17 666,00;21 606,00;LOGES-3CD_AP6
18/10/2016 18:57;9 568,00;e0:ac:cb:ce:30:46;iPhonedeStephan;Apple;iOS;11 024,00;14 697,00;COULOIR-4CD_AP2
18/10/2016 19:48;36 372,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;8 006,00;8 927,00;LOGES-4CD_AP4
18/10/2016 19:17;5 749,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;969,00;1 159,00;SALON-3C_AP4
18/10/2016 19:07;85 997,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;248,00;300,00;LOGES-4CD_AP1
18/10/2016 19:53;107 723,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;2 617,00;3 496,00;LOGES-4CD_AP2
18/10/2016 14:27;30 891,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;1 274,00;1 683,00;LOGES-5CD_AP3
